zip_code,trip_count
93721,2
5519,2
92333,2
1985,2
95107,2
65118,2
85728,2
70820,2
96099,2
94968,2
44333,2
83333,2
83202,2
12571,2
90603,2
3832,2
92138,2
94768,2
99004,2
98665,2
98934,2
28269,2
94423,2
84663,2
60069,2
2603,2
7010,2
95503,2
979,2
10165,2
21436,2
55077,2
98641,2
6505,2
4017,2
49287,2
949860,2
33594,2
28303,2
37601,2
45230,2
5277,2
98506,2
10923,2
75028,2
29577,2
32142,2
5251,2
5252,2
14042,2
60502,2
66611,2
32905,2
60423,2
69005,2
40723,2
55434,2
19465,2
48226,2
97321,2
93464,2
49878,2
481277,2
97140,2
92550,2
15005,2
9490,2
56723,2
85209,2
90047,2
119192,2
87801,2
93912,2
95938,2
53,2
59714,2
53154,2
5404,2
60523,2
22750,2
99523,2
27511,2
3991,2
8024,2
125445,2
469972,2
38016,2
13078,2
52863,2
58701,2
7677,2
1326,2
33778,2
66220,2
95644,2
98047,2
57530,2
2203,2
21921,2
19053,2
43054,2
8073,2
15224,2
6073,2
15143,2
94008,2
46804,2
48216,2
8322,2
60537,2
20914,2
472019,2
81475,2
22085,2
49445,2
94948,2
91577,2
99347,2
46143,2
98685,2
66297,2
21229,2
8859,2
90095,2
96076,2
8406,2
92178,2
52074,2
90605,2
34758,2
9503,2
30115,2
1907,2
46311,2
7218540,2
92883,2
30328,2
12549,2
15142,2
80069,2
9043,2
91312,2
61614,2
5107721421,2
60450,2
36695,2
96789,2
33805,2
9404,2
94990,2
77477,2
80033,2
21236,2
84119,2
18707,2
32223,2
28110,2
95927,2
14586,2
85085,2
14199,2
38179,2
7421,2
95444,2
90061,2
19152,2
2368,2
27023,2
73025,2
2046,2
9314,2
10552,2
2136,2
2800199,2
28217,2
35096,2
99502,2
21017,2
90606,2
19802,2
27530,2
122011,2
844121,2
4612,2
81004,2
12508,2
1089,2
25524,2
6520,2
11953,2
21048,2
13,2
2211,2
99338,2
79254,2
95543,2
50019,2
306,2
99019,2
2173,2
21550,2
53151,2
20650,2
48138,2
27549,2
64289,2
68118,2
14169,2
8307,2
38117,2
75008,2
95726,2
12842,2
60513,2
1325,2
38804,2
30607,2
48081,2
1270,2
33982,2
18109,2
91330430,2
4546,2
86401,2
5415,2
73175,2
64844,2
3309,2
6459,2
42223,2
75089,2
32726,2
29307,2
172,2
91372,2
36207,2
98816,2
9876,2
60910,2
95392,2
22765005,2
8403,2
70544,2
64145,2
1913,2
98236,2
95502,2
18614,2
83648,2
8848,2
80923,2
53012,2
37350,2
18612,2
1425080,2
54341,2
98507,2
1929,2
28773,2
95072,2
9469,2
46260,2
83440,2
10172,2
6278,2
55555555,2
22254,2
6018,2
89086,2
3035,2
4153,2
89128,2
52061,2
5679020,2
53097,2
4631,2
981,2
83814,2
7013,2
3033,2
13901,2
16541,2
83339,2
9015,2
10302,2
22260,2
1051,2
45219,2
30900,2
10403,2
11757,2
94001,2
1680063,2
22557,2
4921,2
24141,2
1611,2
80921,2
77704,2
8210,2
123423,2
3601,2
24090,2
11203,2
83860,2
4665,2
3195,2
63179,2
40204,2
58481,2
4106,2
33607,2
4250,2
55269,2
95374,2
2830,2
1541,2
11234,2
80,2
77020,2
1660002,2
33150,2
31011,2
1982,2
55456,2
56045,2
29223,2
67511,2
9240,2
76207,2
941080,2
31600,2
73107,2
2083,2
8957,2
147,2
33611,2
13585,2
92563,2
9713,2
4675100,2
68390,2
20901,2
41066,2
4069,2
8884,2
86336,2
12931,2
55350,2
3800,2
85406,2
9518,2
95151,2
30501,2
38654,2
60329,2
5463,2
98611,2
42071,2
62301,2
4037000,2
1009,2
14075,2
14606,2
32707,2
32712,2
34756,2
63141,2
74,2
94006,2
10471,2
77598,2
18660,2
95901,2
80552,2
6550,2
33410,2
88113420,2
2301,2
556,2
110000,2
77092,2
50014,2
32603,2
32092,2
29681,2
1905,2
2230,2
125363,2
591,2
9150,2
75082,2
30525,2
4104,2
20194,2
865555,2
2330,2
33322,2
94035,2
11776,2
5346,2
1760011,2
14814,2
98329,2
97361,2
93604,2
43204,2
8850,2
28015,2
18034,2
5732,2
98010,2
60004,2
14125,2
75211,2
8600,2
90435,2
11762,2
80807,2
71006,2
54806,2
35487,2
68901,2
72074,2
78523,2
112007,2
32211,2
62442,2
86291,2
70212,2
96122,2
36070,2
66610,2
30274,2
28804,2
10400,2
70458,2
94663,2
8404,2
93535,2
41011,2
93436,2
72176,2
37933,2
14207,2
6268,2
6419,2
19070,2
60185,2
23505,2
87557,2
2017,2
80247,2
46038,2
49519,2
50725,2
20145,2
95154,2
72145,2
94316,2
6008422,2
457,2
72211,2
138678,2
37408,2
220,2
807277,2
19565,2
500081,2
45891,2
53223,2
92095,2
29482,2
100600,2
80903,2
15235,2
11550,2
92652,2
92071,2
80634,2
85053,2
34230,2
65060,2
90502,2
53181,2
63026,2
8035,2
98674,2
53190,2
55123,2
34228,2
18940,2
95095,2
50969,2
92503,2
90422,2
2806,2
6825,2
46403,2
30008,2
11422,2
7202,2
1530043,2
33067,2
7020,2
91743,2
196600,2
10603,2
60020,2
400107,2
55364,2
90273,2
59405,2
3109,2
83353,2
38642,2
60599,2
19027,2
9208,2
85119,2
19460,2
6715,2
49101,2
60081,2
85635,2
974,2
7501,2
96717,2
1400,2
98248,2
77015,2
75146,2
37047,2
57319,2
62958,2
63808,2
45241,2
7009,2
75751,2
61752,2
32503,2
96931,2
79924,2
50052,2
18444,2
96755,2
91210,2
78573,2
8691,2
95389,2
65041,2
5745,2
80600,2
33898,2
16303,2
80485,2
92082,2
30655,2
22411000,2
28031,2
2502,2
9216,2
32827,2
127018,2
28003,2
18069,2
60471,2
31647157826,2
63263,2
2130002,2
22701,2
13802,2
90491,2
151,2
90419,2
8730,2
4363040,2
77546,2
55454,2
2040,2
56267,2
24065,2
32780,2
15219,2
85598,2
77336,2
84583,2
4271060,2
11850,2
60466,2
32225,2
61822,2
110017,2
97503,2
13825,2
4092,2
68604,2
14217,2
84526,2
32934,2
3638,2
49456,2
95736,2
10930,2
95967,2
7071,2
53201,2
75702,2
32073,2
1826,2
89084,2
53707,2
1331,2
19,2
48300,2
182,2
22026,2
89433,2
93203,2
91211,2
10704,2
15,2
6280020,2
54987,2
4179,2
18433,2
3040,2
9090710,2
78641,2
6905,2
49051,2
97023,2
6433621,2
1240,2
28000,2
92352,2
34070,2
63084,2
38700,2
1166,2
19809,2
7032,2
30535,2
21244,2
4450,2
24240135,2
8738,2
12107,2
6269,2
30281,2
93250,2
70570,2
8523,2
27403,2
20882,2
8702,2
3100,2
22450,2
31909,2
72379,2
1775,2
555,2
60174,2
33173,2
474454,2
71573,2
7018,2
7082,2
65606,2
64436,2
93702,2
7481,2
4005,2
32459,2
4086,2
11366,2
70879020,2
34480,2
89704,2
118866,2
5891,2
70178,2
5253,2
6005,2
89075,2
70855090,2
5046,2
92407,2
77642,2
40300,2
22306,2
33612,2
46385,2
34560,2
43224,2
34221,2
42880,2
95988,2
53716,2
34000,2
5452,2
6443,2
68740,2
71645010,2
52742,2
25545,2
12885,2
48567,2
21842,2
70806,2
58,2
97373,2
8624,2
52066,2
10052,2
85774,2
11367,2
1494,2
15139,2
11045,2
87535,2
37042,2
687,2
197371,2
32030,2
93118,2
8965488,2
21,2
32032,2
65202,2
73732,2
505,2
16043,2
4152,2
5075,2
904549,2
3186,2
60083,2
8805,2
27798,2
70809,2
702,2
12730630,2
79111,2
13642,2
75017,2
66236,2
79906,2
33566,2
34242,2
33470,2
67211,2
19047,2
28199,2
53127,2
92203,2
48080,2
45056,2
43617,2
77414,2
30002,2
70706,2
31088,2
8412,2
76036,2
90243,2
48098,2
60441,2
89518,2
3208,2
24768,2
8205,2
1338,2
45229,2
60073,2
2324,2
85616,2
10070,2
97150,2
34120,2
92554,2
75300,2
48183,2
6385,2
53701,2
2520314,2
613121,2
70815,2
77489,2
48390,2
56401,2
98020,2
77067,2
76146,2
5500002,2
96818,2
94128,2
36507,2
27539,2
17584,2
7201,2
2564,2
95453,2
3313,2
101111,2
21797,2
960,2
2347,2
97107,2
14901,2
34209,2
80637,2
1620023,2
28223,2
20868,2
5414025,2
97703,2
81739,2
8841,2
74500,2
45373,2
99336,2
55422,2
88230,2
4523,2
96020,2
47121,2
87047,2
43607,2
33460,2
95946,2
90160005,2
4054,2
63901,2
90600,2
25822,2
19525,2
22793329,2
13280000,2
82057,2
6044,2
52317,2
3304,2
20169,2
97089,2
83022,2
8083,2
14425,2
89701,2
894,2
73052,2
9524,2
70128,2
1409020,2
98704,2
78023,2
87105,2
12900430,2
15800,2
16602,2
1020013,2
20000,2
6604,2
45101,2
37040,2
10550,2
32244,2
24002,2
49546,2
7004,2
9106,2
47521,2
1417,2
43616,2
76804,2
40025,2
18923,2
94047,2
4716,2
8311,2
11579,2
29454,2
10100,2
6032,2
6250,2
90540,2
70100,2
33812,2
98374,2
63,2
27109,2
32669,2
93728,2
53219,2
65301,2
21140,2
18000,2
9415,2
66608,2
7044,2
44446,2
3216,2
5008,2
92188,2
9414,2
85704,2
54401,2
70800,2
72143,2
41702,2
77205,2
22963,2
93004,2
28428,2
450000,2
61152,2
3894,2
93052,2
91532,2
28301,2
74135,2
7048,2
9980,2
33498,2
48001,2
5029090,2
45424,2
48208,2
28207,2
7300,2
1661,2
10127,2
2650,2
48842,2
675,2
123007,2
14000,2
94572,2
35222,2
4704000,2
92038,2
44060,2
53575,2
1080,2
19312,2
15317,2
85335,2
94013,2
95004,2
28152,2
97007,2
44124,2
32778,2
91400,2
98145,2
10061,2
77041,2
32118,2
23005,2
1405000,2
20210,2
49168,2
8542,2
28694,2
50012,2
14801,2
22032,2
5443,2
37135,2
68161,2
50220,2
1580097,2
14580,2
97838,2
90746,2
30240130,2
94154,2
31313,2
45221,2
2667,2
70437,2
21144,2
84112,2
32907,2
95322,2
8731,2
92827,2
80231,2
96740,2
11419,2
22945,2
33824,2
95028,2
10559,2
949004,2
86821,2
9350630,2
60139,2
3856,2
940041,2
93444,2
47089,2
87018,2
1610,2
92119,2
70401,2
52245,2
20763,2
77301,2
35216,2
29393,2
48377,2
40591,2
70736,2
70376,2
92040,2
55303,2
72205,2
37087,2
33810,2
12542,2
8450,2
49417,2
49107,2
7722,2
80911,2
12413,2
27312,2
995126,2
26121,2
14543,2
92210,2
60656,2
5700,2
12589,2
25120,2
28384,2
44210,2
25304,2
34500,2
8260,2
2005,2
93140,2
74145,2
81547,2
2105,2
2060,2
1540001,2
1530051,2
44824,2
634003,2
80829,2
77407,2
34540,2
7422,2
1060044,2
2222,2
4416,2
101300,2
94207,2
54040,2
511356,2
48393,2
94614,2
95067,2
35475,2
610000,2
78244,2
11204,2
62298,2
92410,2
9382,2
21114,2
49721,2
31401,2
3912,2
7008,2
4534004,2
70122,2
63376,2
3066,2
5283,2
65428,2
77760,2
457105,2
46000,2
92223,2
99022,2
302,2
44087,2
1022,2
3842,2
4006,2
95045,2
3095,2
14090,2
45228,2
76013,2
10941,2
74523,2
20129,2
20097,2
560751,2
70024,2
702850,2
5014,2
2031,2
46123,2
2921,2
4517,2
5372110,2
4458,2
91637,2
8094,2
3230,2
76502,2
91720580,2
1310021,2
19902,2
62,2
98002,2
430850,2
90231,2
23112,2
2088,2
75006,2
94096,2
48350,2
93246,2
M4S1P,2
92543,2
44241,2
94083,2
10997,2
782097,2
34243,2
35211,2
1844,2
40222,2
2146,2
24073,2
7092,2
28390,2
13066,2
3770,2
50588,2
20707,2
98545,2
49100,2
37663,2
81545,2
95658,2
3013,2
4876,2
59403,2
5901,2
4542,2
19034,2
1060022,2
3199,2
21020,2
36854,2
48135,2
95162,2
6861,2
90741,2
13555,2
941009,2
7591426,2
43207,2
31320,2
45039,2
63123,2
8117,2
90001,2
556699,2
6770,2
100000,2
85210,2
74246,2
4963,2
66400,2
19023,2
69006,2
64850,2
47901,2
48356,2
40549,2
70149,2
61265,2
60649,2
84602,2
23400,2
28078,2
80133,2
23601,2
44223,2
95087,2
5052,2
49855,2
98503,2
60424,2
37013,2
88451,2
98662,2
97540,2
30377,2
95432,2
373,2
213,2
83065,2
75281,2
2900,2
73538,2
1393,2
454100,2
5530003,2
67800,2
11354,2
3591116,2
14612,2
2747,2
10804,2
32502,2
91414,2
742,2
61821,2
95115,2
2208,2
4860839,2
38120,2
5623,2
1406,2
2206,2
6210,2
466,2
12901,2
6373,2
29200,2
95961,2
6430,2
60172,2
8952,2
49008,2
80109,2
58047,2
11515,2
1111,2
11722,2
97577,2
83120,2
17110,2
60169,2
61550,2
45069,2
67226,2
64063,2
66207,2
34637,2
9546,2
6661,2
22145,2
19610,2
48911,2
33920,2
76332,2
20110,2
60558,2
33540,2
34772,2
37831,2
50060,2
1206,2
48089,2
10522,2
12093,2
6176,2
84044,2
95372,2
60596,2
56250,2
46617,2
7109,2
28374,2
1405,2
22529,2
40038,2
96720,2
94979,2
32878,2
709395,2
60712,2
94492,2
4611,2
54016,2
21745,2
45034,2
85476,2
8109,2
59110,2
1123,2
4052,2
78259,2
61239,2
78252,2
99354,2
67433,2
88518,2
12211,2
55947,2
1419,2
8736,2
80798,2
62100,2
10169,2
84321,2
10595,2
34416,2
60064,2
10473,2
39031,2
20723,2
98370,2
30173,2
3550,2
10528,2
97431,2
94007,2
2879,2
10101,2
98433,2
9928,2
70663,2
76905,2
97424,2
40228,2
12487,2
92628,2
8090,2
55387,2
125466,2
664,2
20151,2
10577,2
45243,2
91582,2
77630,2
55304,2
89100,2
955051,2
49509,2
31210,2
55710,2
93304,2
45549,2
45276,2
2122,2
94157,2
6451,2
96096,2
91587,2
75088,2
74086,2
48203,2
4001,2
7105,2
13350,2
48170,2
3026,2
33619,2
3564,2
95000,2
56470,2
80477,2
11767,2
97707,2
97501,2
23464,2
75116,2
33009,2
44436,2
35603,2
98902,2
92276,2
46620,2
17821,2
95056,1
59650,1
8901,1
9539,1
96837,1
65401,1
889503,1
94586,1
17070,1
195127,1
11580,1
3102,1
95305,1
28715,1
55455,1
93544,1
2558,1
66204,1
13783,1
52402,1
6113,1
890,1
95531,1
6888,1
650000,1
48045,1
57560,1
72072,1
90701,1
71686,1
9456,1
675000,1
3221,1
53819,1
6751,1
21756,1
19608,1
60401,1
90740,1
37024,1
42301,1
80405,1
10950,1
36066,1
7003,1
64566,1
33909,1
79414,1
6320,1
58270,1
95509,1
9568,1
14701,1
90410,1
3191,1
99770,1
940106,1
9863,1
4118,1
37917,1
2711,1
30045,1
2343,1
60131,1
13275250,1
9728,1
99452,1
94524,1
38305,1
4020,1
78550,1
52140,1
66604,1
66615,1
90256,1
4390,1
26505,1
3042,1
97075,1
80601,1
47070,1
77501,1
14114,1
36050,1
6562,1
45750,1
1510066,1
43139,1
94180,1
46703,1
21047,1
22070,1
31400,1
1880,1
40356,1
60631,1
22078,1
46037,1
17055,1
90152,1
42203,1
85525,1
28115,1
47933,1
2153,1
44024,1
530560,1
64106,1
36602,1
64083,1
80434,1
560029,1
11557,1
941108,1
30046,1
53086,1
28043,1
7474,1
77065,1
8701,1
48221,1
1350000,1
22455,1
135000000,1
60477,1
29458,1
60103,1
1649,1
5200,1
37122,1
53403,1
94163,1
22150,1
9070,1
1208,1
44145,1
6043,1
5160011,1
1179,1
91755,1
60260,1
90059,1
70033,1
91122,1
21714,1
85708,1
96932,1
4314,1
49022,1
975030,1
7700277,1
14472,1
5700016,1
44233,1
46375,1
1887,1
52544,1
10588,1
33541,1
63144,1
78410,1
95211,1
63115,1
77059,1
1410031,1
19554,1
37124,1
88005,1
15211,1
7928,1
78225,1
35803,1
1110000,1
87510,1
15241,1
77454,1
53189,1
2543,1
58553,1
99202,1
4100,1
98022,1
9460,1
90102,1
3161,1
12578,1
49015,1
48340,1
52722,1
854,1
18925,1
46234,1
79401,1
10456,1
33710,1
78653,1
1220,1
33761,1
18337,1
22142,1
55565,1
442150,1
129128,1
74647,1
37115,1
19095,1
1238,1
81543,1
11777,1
1983,1
73501,1
1065,1
92372,1
39507,1
32224,1
2678,1
3554,1
37863,1
2770,1
98604,1
74066,1
37077,1
4614001,1
49341,1
49696,1
70817,1
14625,1
75246,1
51063,1
86316,1
10458,1
54134,1
19170,1
47269,1
93942,1
89146,1
47007,1
23507,1
79518,1
70560,1
99026,1
98360,1
59840,1
55435,1
94575,1
92842,1
94059,1
1880001,1
94192,1
68046,1
9451,1
87124,1
5445,1
19008,1
8950,1
23517,1
46254,1
66085,1
95631,1
30228,1
95247,1
97293,1
92260,1
95024,1
174758,1
85043,1
93706,1
95406,1
40509,1
96915,1
12064,1
17901,1
15025,1
95612,1
99567,1
6202,1
9003,1
31537,1
3015000,1
63031,1
24811,1
72761,1
5048,1
46373,1
96954,1
94307,1
17630,1
28100,1
19064,1
44202,1
7001,1
857066,1
91790,1
90190,1
90680,1
19031,1
8066,1
15541,1
49690,1
46140,1
99503,1
46113,1
333411,1
45111,1
34210,1
95582,1
45242,1
19153,1
33309,1
24424,1
64151,1
28750,1
4415,1
91028,1
1600023,1
1060045,1
10970,1
33010,1
28134,1
19390,1
23669,1
950140,1
84939,1
55802,1
11934,1
99708,1
50225,1
6284,1
17042,1
50701,1
97504,1
95012,1
68000,1
9500,1
90853,1
46628,1
9408,1
7836,1
77342,1
2468,1
149110,1
95460,1
15102,1
9426,1
38002,1
5999,1
3904,1
91099,1
7143,1
65044,1
64610,1
97607,1
99706,1
98120,1
9536,1
98580,1
46217,1
94060,1
9493,1
95694,1
4675,1
12435,1
93613,1
56320,1
6417,1
88200,1
48191,1
90607,1
61790,1
11787,1
78539,1
13662,1
300769,1
9387,1
18458,1
98058,1
7203,1
53901,1
97230,1
10965,1
2160,1
8113213,1
7700,1
93625,1
41040,1
9609,1
902104,1
8410,1
7931,1
80106,1
2021000,1
48324,1
7311,1
9880,1
45818000,1
14823,1
61701,1
4061001,1
77498,1
98221,1
95488,1
65232,1
90104,1
96754,1
1890012,1
148,1
2037,1
94458,1
91787,1
60646,1
6835,1
1570066,1
4950,1
80000000,1
60385,1
1904,1
847,1
425,1
4816,1
62139,1
37100,1
5842,1
20112,1
1253,1
79604,1
10051,1
76710,1
94554,1
32579,1
1545,1
54102,1
53589,1
4322,1
25414,1
48152,1
5420,1
6484,1
33472,1
612,1
33484,1
95497,1
10983,1
98270,1
70121,1
4526,1
97105,1
94079,1
97267,1
25403,1
77990,1
947111,1
41026,1
87701,1
68480,1
10629,1
13104,1
9581,1
45458,1
10524,1
80215,1
250,1
81302,1
33477,1
56063,1
55432,1
6105,1
22793261,1
11516,1
91309,1
85138,1
93555,1
12256,1
36202,1
53072336646,1
9418,1
3116,1
3,1
55477,1
1428,1
8789,1
32084,1
6539035,1
81200100,1
1580,1
2021,1
65721,1
3400034,1
77087,1
86157,1
50314,1
141404,1
45160,1
98325,1
78728,1
77584,1
52398,1
97527,1
20149,1
88888,1
4013,1
43113,1
22802,1
59752,1
46368,1
67133,1
98563,1
39540,1
13995000,1
4226,1
38127,1
1678,1
28009,1
60432,1
50317,1
82130,1
1540014,1
58822,1
904608,1
48189,1
47160,1
29617,1
88053000,1
91005,1
2055,1
6737771,1
61350,1
7145,1
28870,1
2900004,1
1765,1
9454,1
98713,1
80138,1
77100,1
145421,1
17036,1
95948,1
65239,1
1708,1
15236,1
33455,1
3700701,1
5430013,1
8232,1
55987,1
75005,1
6521,1
19810,1
94569,1
32506,1
150791,1
9307,1
54100,1
3117,1
48192,1
56040,1
40215,1
950003,1
20083,1
43220,1
9345,1
73008,1
97200,1
50132,1
50126,1
50066,1
50125,1
1460085,1
33181,1
9895,1
90470,1
57100,1
53083,1
1930,1
20681,1
32653,1
44023,1
33616,1
32343,1
2869,1
4306,1
9167,1
99043,1
33323,1
90412,1
95454,1
12303,1
29632,1
90409,1
90408,1
2831,1
20045,1
35133,1
34787,1
3526,1
3144,1
19454,1
3435,1
34980,1
95002,1
27012,1
10472,1
70079,1
553,1
63755,1
12940,1
12946,1
37220,1
941003,1
7401,1
49441,1
584521,1
76124,1
83720,1
80547,1
37754,1
180,1
519,1
33306,1
3419,1
61462,1
50839,1
18963,1
20186,1
20759,1
94862,1
52003,1
98292,1
95043,1
19808,1
57006,1
79424,1
63017,1
18036,1
95021,1
41100,1
50265,1
33430,1
97381,1
2197,1
2818,1
1507,1
4281,1
13027,1
7095,1
23602,1
30117,1
38270,1
22947,1
676,1
4509,1
37214,1
4135,1
6221,1
98124,1
66109,1
77021,1
7840,1
87,1
3909,1
23294,1
13090,1
89119,1
1847,1
24937,1
79106,1
20619,1
9105,1
38834,1
28092,1
1470,1
68130,1
95352,1
9160,1
37210,1
21208,1
19732,1
59804,1
85200,1
45336,1
44138,1
34712,1
64123,1
93206,1
77096,1
19078,1
41311,1
41301,1
5616,1
32703,1
32730,1
36619,1
93271,1
45014,1
54403,1
77391,1
89431,1
78754,1
1430014,1
20785,1
1310031,1
91560,1
98942,1
99577,1
77045,1
33637,1
41468,1
99,1
28600,1
80004,1
18976,1
829,1
39571,1
8401,1
21000,1
8330,1
45869,1
34744,1
37167,1
33706,1
9959,1
83815,1
89031,1
45254,1
94048,1
99016,1
78238,1
60175,1
98683,1
59825,1
33510,1
9051,1
45305,1
504,1
45822,1
63051,1
33017,1
2390822,1
62221,1
90125,1
41501,1
95763,1
64108,1
1908,1
27703,1
64701,1
41006,1
7738,1
95504,1
77340,1
17267,1
11436,1
92300,1
10805,1
73770,1
21147,1
90535,1
8048,1
55075,1
28052,1
54956,1
5461,1
98800,1
5617,1
43123,1
44640,1
169370,1
5057,1
6059,1
19713,1
19139,1
78048,1
20302,1
50501,1
78050,1
17046,1
37001,1
70665,1
5340,1
83205,1
12040,1
95452,1
35240,1
30263,1
61525,1
11020,1
6212,1
94415,1
16155,1
22980,1
81615,1
64912,1
9465,1
941234,1
21015,1
79423,1
22315,1
30310,1
6787,1
994070,1
76227,1
78542,1
68022,1
11949,1
76106,1
99901,1
23141,1
2364,1
48044,1
59807,1
6759,1
94825,1
85817,1
48201,1
10166,1
74074,1
6758,1
43110,1
27638,1
20782,1
80219,1
14424,1
63857,1
39116,1
2740064,1
562,1
85345,1
88214,1
55025,1
941412,1
1957,1
70866050,1
33115510,1
86000,1
77469,1
75067,1
84009,1
72002,1
45894,1
20646,1
45002,1
3062,1
3182,1
88696,1
89170,1
77069,1
600,1
53527,1
65043,1
82941,1
19707,1
42701,1
10570,1
49406,1
68144,1
49475,1
36007,1
22034,1
40383,1
1094,1
10185,1
2803,1
30747,1
39057,1
21478,1
7424,1
92420,1
38444,1
48240,1
42000,1
7753,1
21012,1
1299,1
31904,1
91266,1
21490,1
1876,1
1098,1
49655,1
5245,1
24941,1
7834,1
42390,1
28314,1
804,1
80610010,1
47450,1
7026,1
50935,1
57074,1
38440,1
33542,1
70112,1
22310,1
31030,1
53129,1
3103,1
77306,1
82290,1
3059,1
89088,1
76462,1
6096,1
70769,1
23454,1
90810,1
9990540,1
22193,1
6500846,1
76209,1
72555,1
95614,1
79903,1
952154,1
40451,1
34346,1
6801,1
32696,1
600031,1
22556,1
12121,1
50021,1
74093180,1
98409,1
91102,1
8500,1
34293,1
6382,1
30102,1
6351,1
990685,1
4702000,1
79245,1
36832,1
81504,1
7440,1
562931,1
9094200,1
84075,1
58601,1
8033,1
83117,1
41475,1
33011,1
90132,1
13023011,1
63116,1
47806,1
13001,1
22900,1
92661,1
45431,1
8831,1
88523,1
6884,1
90109,1
93201,1
33325,1
31523,1
60482,1
25189,1
66214,1
90217,1
53188,1
90120,1
2074,1
44637,1
7530,1
98901,1
84084,1
35758,1
35,1
19050,1
4930,1
98231,1
94700,1
37129,1
93610,1
47114,1
9132,1
73127,1
20018,1
89465,1
210001,1
626,1
16352,1
60001,1
96094,1
75422,1
27523,1
78163,1
177,1
84128,1
2540,1
6906,1
44141,1
92004,1
93022,1
3261,1
98066,1
31763,1
97228,1
85937,1
18640,1
4124,1
49508,1
80045,1
50324,1
6422,1
93458,1
4075,1
16509,1
14020,1
79411,1
2688,1
6981,1
80806,1
39157,1
34638,1
7708,1
11763,1
95865,1
23059,1
7015,1
48315,1
60455,1
83858,1
5054,1
7043,1
93630,1
60160,1
68104,1
22761,1
674,1
60487,1
93752,1
30753,1
33803,1
63023,1
83025,1
9735,1
78870,1
36037,1
78878,1
1453,1
74107,1
15300,1
725,1
60632,1
8956,1
69007,1
76208,1
14060,1
70300,1
37086,1
12900,1
77420,1
95203,1
95360,1
70508,1
9610,1
1242,1
95953,1
33442,1
2767,1
958233,1
72815,1
72810,1
31952,1
76726,1
33025,1
34233,1
72122,1
95706,1
50023,1
34695,1
97351,1
15642,1
5024,1
98273,1
7100,1
66900,1
47429,1
12078,1
1030,1
9124,1
98390,1
309311,1
53240,1
994901,1
85041,1
37183,1
4557,1
15085,1
994,1
37352,1
65739,1
97227,1
518000,1
93258,1
30458,1
21158,1
21050,1
66203,1
64064,1
709,1
30533,1
80796,1
11754,1
38330,1
78852,1
8944,1
2171,1
85379,1
19004,1
5672,1
92034,1
92709,1
92031,1
1300012,1
20818,1
2523,1
12309,1
4610000,1
91170,1
44647,1
96069,1
14431,1
10174,1
2480005,1
33704,1
90202,1
1204,1
38100,1
1987,1
4561004,1
59001,1
9845,1
45385,1
143441,1
7067,1
49770,1
96301,1
11364,1
30077,1
94073,1
30058,1
1520004,1
6651,1
1231,1
11559,1
99954,1
1350001,1
36527,1
2400122,1
94093,1
99669,1
92545,1
14165,1
91041,1
10506,1
25,1
10457,1
248000,1
4705,1
3205,1
88220,1
78600,1
94182,1
8484547,1
3663,1
12159,1
9796,1
55805,1
22775060,1
75020,1
2703,1
30620,1
17102,1
5013,1
37330,1
16100,1
60452,1
95155,1
74016,1
12110,1
8552,1
79938,1
84176,1
55487,1
93618,1
200000,1
400227,1
2220,1
78248,1
12237,1
9431,1
35864,1
558265,1
76126,1
55424,1
517,1
1938,1
32003,1
34188,1
165,1
33471,1
6477,1
76005,1
90452,1
117587,1
9134,1
32117,1
8853,1
20678,1
34234,1
22405,1
5038,1
75226,1
95568,1
6371,1
32839,1
10960,1
5980,1
77062,1
94951,1
72135,1
1606,1
79215,1
5941,1
2563,1
84133,1
47117,1
9138,1
83823,1
46301,1
7786,1
19363,1
2193,1
10312,1
3514,1
37127,1
2751,1
6545,1
77345,1
408,1
20770,1
62062,1
7045,1
93106,1
7843,1
7851,1
9210,1
6310804,1
6638141,1
78541,1
53122,1
94036,1
92670,1
95011,1
85285,1
652,1
53227,1
85268,1
77112,1
20025,1
32168,1
30032,1
85603,1
32219,1
50000,1
32400,1
6232,1
63025,1
32303,1
48301,1
81007,1
1080073,1
110847,1
53024,1
1082,1
30363,1
7924,1
18708,1
73045,1
34761,1
95422,1
20135,1
86045,1
60600,1
4771,1
175,1
40474,1
23432,1
84653,1
98632,1
91408,1
200123,1
11244,1
6330,1
59068,1
446,1
48120,1
1560,1
79064,1
907,1
46226,1
80229,1
74077,1
7743,1
8520,1
42314,1
44042,1
83330,1
44758,1
91064,1
60022,1
69126,1
72032,1
53940,1
1776,1
6040847,1
2820,1
7410,1
2570,1
944108,1
6060815,1
8052,1
55282,1
1570061,1
27355,1
6479,1
1229,1
84030,1
60417,1
23556,1
6025,1
1210061,1
1712,1
9430893,1
2574,1
4552,1
776,1
50400,1
88310,1
22,1
48370,1
3299,1
79910,1
26389,1
97027,1
2897,1
3743,1
22700,1
12920,1
82166,1
682,1
11500,1
23228,1
2027,1
79933,1
411006,1
18,1
85015,1
5614,1
57401,1
33705,1
85935,1
85092,1
8502,1
98021,1
51869,1
55011,1
8734,1
98203,1
79935,1
5720055,1
90141,1
53130,1
455,1
30152,1
35401,1
1660015,1
37760,1
88000,1
30159,1
17837,1
20354,1
15120,1
3112,1
64500,1
5020881,1
5303000,1
12538,1
1250053,1
14110000,1
12526,1
5601,1
44321,1
72801,1
